product_id,title,price,sale_price,availability,material,color,color_hex,size_text,origin,age_group,pattern,images,status,visibility,price_visible,category
test-utf8,"Test Rug UTF8",100,90,in stock,wool,"Beige|Red","#cbb79c|#7a1f2b","170x240","Anatolia",adult,"geometric","https://example.com/1.jpg active",active,public,true,
10002,"Anatolian Rug",329,299,in stock,100% wool,"Beige|Burgundy","#cbb79c|#7a1f2b","170x240 cm","Anatolia",adult,"Traditional, Vintage","https://drive.usercontent.google.com/download?id=1JrGeVxJI15MDNOai82tpr0PARlxMFR9T&export=view",active,public,true,
test-123,"Smoke Test Rug",123.45,,in stock,,"","","","",,"","https://example.com/i.jpg",active,public,true,
10317,"Cappadocia rug",,,in stock,Wool pile; cotton foundation (fringes cotton),"#956e58|#cd8f6e","#956e58|#cd8f6e","4' 1'' X  5' 9''","",,"","https://drive.usercontent.google.com/download?id=1a-lcPOWjVTyihYHKaF4Vx-13dmbKT1iD&export=view",active,public,true,
10121,"Cappadocia rug",,,in stock,Wool pile; cotton foundation (fringes cotton),"#7f584d|#212430","#7f584d|#212430","6' 8'' X  9' 8''","",,"","https://drive.usercontent.google.com/download?id=1tpoBkvVohD0lW9VA1B0NfFVTKyawzZtc&export=view",active,public,true,
10371,"Cappadocia rug",,,in stock,Wool pile; cotton foundation (fringes cotton),"#906d66|#6f423c","#906d66|#6f423c","3'10'' X  5'10''","",,"","https://drive.usercontent.google.com/download?id=1lZXClqeSoj1kflb7m-5XjtQ_oIgsCUuF&export=view",active,public,true,
10406,"Cappadocia rug",,,in stock,Wool pile; cotton foundation (fringes cotton),"#8e6c56|#be9479","#8e6c56|#be9479","8' 4'' X 13' 0''","",,"","https://drive.usercontent.google.com/download?id=1IISvE52Wqigy7dJ7coO2QoPecuGTVVGH&export=view",active,public,true,
10393,"Cappadocia rug",,,in stock,Wool pile; cotton foundation (fringes cotton),"#765748|#26292a","#765748|#26292a","3' 2'' X  3'10''","",,"","https://drive.usercontent.google.com/download?id=1BCcDukaN-_yftDwKsraQiOAIGWltNFvf&export=view",active,public,true,
16532,"Cappadocia rug",,,in stock,Wool pile; cotton foundation (fringes cotton),"#382824|#615542","#382824|#615542","7' 9'' X 11' 1''","",,"","https://drive.usercontent.google.com/download?id=1NwoiGOOrF047KySdEPd6h0dSMFSB41hX&export=view",active,public,true,
15077,"Cappadocia rug",,,in stock,Wool pile; cotton foundation (fringes cotton),"#68584d|#3f221e","#68584d|#3f221e","5' 0'' X  7' 1''","",,"","https://drive.usercontent.google.com/download?id=1c5UbxLrW3hC_1UsQreRGYZM34qRl15MA&export=view",active,public,true,
10158,"Cappadocia rug",,,in stock,Wool pile; cotton foundation (fringes cotton),"#917262|#ad998d","#917262|#ad998d","6' 4'' X  9' 7''","",,"","https://drive.usercontent.google.com/download?id=182CrkfyTEW0Nky66M3jHanKjcZ9eVBN-&export=view",active,public,true,
10391,"Cappadocia rug",,,in stock,Wool pile; cotton foundation (fringes cotton),"#b2817e|#645955","#b2817e|#645955","2'10'' X  4'10''","",,"","https://drive.usercontent.google.com/download?id=1fTHloVmOrUJKURwsta_TCcVknsdItLXh&export=view",active,public,true,
10180,"Cappadocia rug",,,in stock,Wool pile; cotton foundation (fringes cotton),"#796042|#b59160","#796042|#b59160","6' 6'' X  9' 6''","",,"","https://drive.usercontent.google.com/download?id=1gZjAZU_oTdmmHGRd1dtBQ7qFv3k77HRt&export=view",active,public,true,
10157,"Cappadocia rug",,,in stock,Wool pile; cotton foundation (fringes cotton),"#755a46|#a48262","#755a46|#a48262","6' 6'' X  9' 9''","",,"","https://drive.usercontent.google.com/download?id=1mTdmlRqwANd1CyXD4jR5L9Xf0FIEXL8V&export=view",active,public,true,
10399,"Cappadocia rug",,,in stock,Wool pile; cotton foundation (fringes cotton),"#7c5d55|#73141c","#7c5d55|#73141c","3' 1'' X  4' 2''","",,"","https://drive.usercontent.google.com/download?id=1zlnOchJD4m-GeY3y4OE0quWKrNkP1vWr&export=view",active,public,true,
10405,"Cappadocia rug",,,in stock,Wool pile; cotton foundation (fringes cotton),"#8d664f|#4f3c2f","#8d664f|#4f3c2f","8' 6'' X 12'11''","",,"","https://drive.usercontent.google.com/download?id=1Nd4KniygAzWn3rL5qJ0LEmD63SByj_OM&export=view",active,public,true,
10115,"Cappadocia rug",,,in stock,Wool pile; cotton foundation (fringes cotton),"#825a45|#aa8e72","#825a45|#aa8e72","6' 8'' X  9' 9''","",,"","https://drive.usercontent.google.com/download?id=12EGSGJbAtzTh5V58tj5eiI_FZ0XHmTK8&export=view",active,public,true,
10141,"Cappadocia rug",,,in stock,Wool pile; cotton foundation (fringes cotton),"#956e54|#d19270","#956e54|#d19270","6' 6'' X  9'11''","",,"","https://drive.usercontent.google.com/download?id=1yXkcooLPySJp0ftKheuiLI92aeAvjw80&export=view",active,public,true,
10012,"Cappadocia rug",,,in stock,Wool pile; cotton foundation (fringes cotton),"#745848|#9a8975","#745848|#9a8975","6' 8'' X 10' 0''","",,"","https://drive.usercontent.google.com/download?id=1kgEJBLf1QbYBHCH7WvLlR0Yz0Hm5Eat4&export=view",active,public,true,
10093,"Cappadocia rug",,,in stock,Wool pile; cotton foundation (fringes cotton),"#7d5b4b|#1c1925","#7d5b4b|#1c1925","6' 5'' X  9'10''","",,"","https://drive.usercontent.google.com/download?id=1nSx2juO4JPWYorLSz0znaDmeS49Dw3Q_&export=view",active,public,true,
10358,"Cappadocia rug",,,in stock,Wool pile; cotton foundation (fringes cotton),"#b3a18c|#826758","#b3a18c|#826758","3'10'' X  5' 7''","",,"","https://drive.usercontent.google.com/download?id=1h-Zl3jgUvCvLQZ_ioR6grcz8XiBuj6xK&export=view",active,public,true,
10021,"Cappadocia rug",,,in stock,Wool pile; cotton foundation (fringes cotton),"#816047|#b7855d","#816047|#b7855d","6' 7'' X  9' 8''","",,"","https://drive.usercontent.google.com/download?id=1n4y9bmiPgAQx76JO8Xmxc6N3jpq0cjhU&export=view",active,public,true,
10073,"Cappadocia rug",,,in stock,Wool pile; cotton foundation (fringes cotton),"#806954|#ab9c7c","#806954|#ab9c7c","6' 4'' X 10' 1''","",,"","https://drive.usercontent.google.com/download?id=1W-yR8N5CuUe2UbE2ecBc6bPjxraLSWFL&export=view",active,public,true,
10298,"Cappadocia rug",,,in stock,Wool pile; cotton foundation (fringes cotton),"#c77b73|#806659","#c77b73|#806659","3' 9'' X  5'11''","",,"","https://drive.usercontent.google.com/download?id=18CsCo14ACLZ_RAoGj1U_5ViGbp2YwSGt&export=view",active,public,true,
10122,"Cappadocia rug",,,in stock,Wool pile; cotton foundation (fringes cotton),"#806049|#b5875f","#806049|#b5875f","6' 7'' X  9' 9''","",,"","https://drive.usercontent.google.com/download?id=1noZ0yrsdfTlXG5q68ZN6HlO8GimVunO0&export=view",active,public,true,
10229,"Cappadocia rug",,,in stock,Wool pile; cotton foundation (fringes cotton),"#7c5046|#392d3b","#7c5046|#392d3b","4'10'' X  7' 2''","",,"","https://drive.usercontent.google.com/download?id=12tKFy9nEMnyB7zv_DYpAkysX-_LSuOnO&export=view",active,public,true,
10100,"Cappadocia rug",,,in stock,Wool pile; cotton foundation (fringes cotton),"#644c3d|#897964","#644c3d|#897964","6' 7'' X  9' 7''","",,"","https://drive.usercontent.google.com/download?id=1BSsgFiwAWjyQWbHMOlIo7iJm27W84sKu&export=view",active,public,true,
10420,"Cappadocia rug",,,in stock,Wool pile; cotton foundation (fringes cotton),"#866954|#a99484","#866954|#a99484","7' 5'' X 11' 7''","",,"","https://drive.usercontent.google.com/download?id=1omuDNPK2BkYi5yNgB02MJPYPDBs3E58P&export=view",active,public,true,
10126,"Cappadocia rug",,,in stock,Wool pile; cotton foundation (fringes cotton),"#80563e|#59221a","#80563e|#59221a","6' 9'' X  9' 9''","",,"","https://drive.usercontent.google.com/download?id=1dBE-oQAz1bUAUtO12bdnUovF7AmkHE5b&export=view",active,public,true,
10077,"Cappadocia rug",,,in stock,Wool pile; cotton foundation (fringes cotton),"#91715a|#c79b78","#91715a|#c79b78","6' 5'' X  9' 8''","",,"","https://drive.usercontent.google.com/download?id=1OGqtcKGr5dqmapQnL2-xxaHJg_bvS3yU&export=view",active,public,true,
