sku,color1,color2,color3,image,error
10225,#ffffff,#8c634a,#845a42,"https://drive.google.com/uc?export=view&id=1R0mdIzNu5gBplIrR7jz6W4cyQxwNIFQJ",
10226,#a5735a,#ad8c6b,#ad8463,"https://drive.google.com/uc?export=view&id=1C7FPeemeUwO8w1CnD_mD8lcTrE2g3but",
10227,#9c7b63,#94735a,#8c6b5a,"https://drive.google.com/uc?export=view&id=16ziZFuW1o9ooKWcNgy8a8JWUPWaVovTH",
10228,#ffffff,#8c7363,#947b6b,"https://drive.google.com/uc?export=view&id=1n6L9BMDGFowRVLHQcZijM5F1x3QkGjlB",
10229,#845a4a,#846352,#8c6352,"https://drive.google.com/uc?export=view&id=12tKFy9nEMnyB7zv_DYpAkysX-_LSuOnO",
10230,#84634a,#a5845a,#7b5a42,"https://drive.google.com/uc?export=view&id=1HUlZO-68c5JEyjKwFMdsS_bEuOetqWy9",
10231,#7b5a4a,#7b3a3a,#733a3a,"https://drive.google.com/uc?export=view&id=1jgYEX3xgw-DSKRliA7qdKJBje1h6OqCq",
10232,#b5946b,#ad8c6b,#ad8c63,"https://drive.google.com/uc?export=view&id=16wu_uyusQQ-8NPCmIt3uMImrxHOxCP3Q",
10233,,,,,"no-image"
10234,,,,,"no-image"
10235,#ffffff,#ad9473,#b59c7b,"https://drive.google.com/uc?export=view&id=1dEN97AX817wwGELGjRJCAUF6S4f-ruuY",
10236,#ffffff,#bd9473,#b58c6b,"https://drive.google.com/uc?export=view&id=1PeuWfSZTe2Fqtf7N4y1pwghUlqa5dCiw",
10237,#9c846b,#947b63,#846352,"https://drive.google.com/uc?export=view&id=1ByHo_C5bFxOAIafl1vCnT3DljygUgA8W",
10238,#63524a,#6b5a52,#7b6b5a,"https://drive.google.com/uc?export=view&id=1pjc3aHzlb9sRsGzHV5uZPSmTZihG8jAM",
10239,#ffffff,#73634a,#635242,"https://drive.google.com/uc?export=view&id=1krnVyilmzASrVmDWmF-BCtkVAn_f9dQM",
10240,,,,,"no-image"
10241,#8c6b52,#94735a,#84634a,"https://drive.google.com/uc?export=view&id=1l-ih8Ty5fkUeyem-SIWCpYjn6CUAot7p",
10242,#8c6b52,#84634a,#846b52,"https://drive.google.com/uc?export=view&id=1pTT0oQTtEL85xMJBclN8S3nsLxQLAoPf",
10243,#ad8c73,#a58c73,#b5947b,"https://drive.google.com/uc?export=view&id=1wUUyq3Uo_TE3nmTcIArA2kR1lUjBBV3B",
10244,,,,,"no-image"
10245,#846b63,#8c736b,#7b635a,"https://drive.google.com/uc?export=view&id=1DpDf-DVJlDVUkNPyJ3qva-mjY5rlY0cI",
10246,#8c524a,#945a52,#94524a,"https://drive.google.com/uc?export=view&id=1DL9AhN5owSoRGwB4o2o_DgDwxVxGS_Vu",
10247,#7b6b5a,#847363,#736352,"https://drive.google.com/uc?export=view&id=1FCVKXR2lhcAPHhL8QyYCF9ZEC1HMsdXQ",
10248,#947352,#8c7352,#8c6b4a,"https://drive.google.com/uc?export=view&id=17KfhDUFtrQe92E49z7jBPMu97ZkmSejD",
10249,#8c7363,#7b6352,#947b6b,"https://drive.google.com/uc?export=view&id=18iu71o4_nvu_PtuDyQCBXKhwnU05ng8i",
10250,#63423a,#5a423a,#6b4a42,"https://drive.google.com/uc?export=view&id=1PnRMJf3UXPbDuCbAdXsS57oz5Es7JHVq",
10251,#947b63,#846b5a,#9c846b,"https://drive.google.com/uc?export=view&id=1L531js-C0IBr4EqkNrrJKfkmUrhTRlqq",
10252,#ffffff,#735a4a,#9c6b52,"https://drive.google.com/uc?export=view&id=14Rlvb1K0KqUpgPhEs-yO9zvYBPcgrmU2",
10253,#ffffff,#947b6b,#846b5a,"https://drive.google.com/uc?export=view&id=1dISqXHcs8jWHLX2V-y_9yRigVbwqrsf_",
